x1 x2 x3 x4 label
19.70644 40.03974 33.54734 26.20376 18.46746 NO_STEERING
19.70644 39.48365 33.04832 25.86714 18.35437 NO_STEERING
19.70644 39.48365 33.04832 25.86714 18.35437 NO_STEERING
44.10882 38.90995 32.54732 25.52917 18.24083 NO_STEERING
43.53051 38.33023 32.04455 25.19001 18.12689 NO_STEERING
42.95035 37.74867 31.54017 24.84977 18.01257 NO_STEERING
42.95035 37.74867 31.54017 24.84977 18.01257 NO_STEERING
42.36852 37.16544 31.03435 24.50855 17.89791 NO_STEERING
41.7852 36.58072 30.52722 24.16645 17.78296 NO_STEERING
41.7852 36.58072 30.52722 24.16645 17.78296 NO_STEERING
41.20056 35.99464 30.01893 23.78493 17.6627 NO_STEERING
40.61468 35.40736 29.50959 23.40188 17.46706 NO_STEERING
40.61468 35.40736 29.50959 23.40188 17.46706 NO_STEERING
40.02772 34.81898 28.99929 23.01813 17.27106 NO_STEERING
39.43979 34.22962 28.48816 22.63372 17.07473 NO_STEERING
38.85097 33.63937 27.97624 22.24875 16.87811 NO_STEERING
38.2476 33.04834 27.46365 21.86325 16.68122 NO_STEERING
38.2476 33.04834 27.46365 21.86325 16.68122 NO_STEERING
37.62197 32.45658 26.95043 21.47729 16.48409 NO_STEERING
36.99567 31.86418 26.43664 21.09091 16.28675 NO_STEERING
36.99567 31.86418 26.43664 21.09091 16.28675 NO_STEERING
36.36874 31.2712 25.92237 20.70415 16.0892 NO_STEERING
35.74128 30.67771 25.40763 20.31705 15.89148 NO_STEERING
35.11332 30.08373 24.89249 19.92964 15.69361 NO_STEERING
35.11332 30.08373 24.89249 19.92964 15.69361 NO_STEERING
34.4849 29.48934 24.37698 19.54195 15.45719 NO_STEERING
33.85608 28.89457 23.86114 19.15402 15.18849 NO_STEERING
33.85608 28.89457 23.86114 19.15402 15.18849 NO_STEERING
33.2269 28.29945 23.34501 18.76587 14.91964 NO_STEERING
32.5974 27.70402 22.8286 18.37751 14.65065 NO_STEERING
31.96759 27.10831 22.31195 17.98897 14.38153 NO_STEERING
31.33753 26.51236 21.7951 17.60027 14.1123 NO_STEERING
31.33753 26.51236 21.7951 17.60027 14.1123 NO_STEERING
30.70723 25.91618 21.27804 17.21142 13.84297 NO_STEERING
30.07673 25.31981 20.76081 16.82244 13.57354 NO_STEERING
30.07673 25.31981 20.76081 16.82244 13.57354 NO_STEERING
29.44602 24.72324 20.24342 16.43334 13.30404 NO_STEERING
28.8073 24.12652 19.72589 16.04414 13.03446 STEER_LEFT
29.73999 25.13052 20.80833 16.91563 13.82841 STEER_LEFT
30.89038 26.34554 21.94914 18.07115 14.78001 STEER_LEFT
30.89038 26.34554 21.94914 18.07115 14.78001 STEER_LEFT
32.81592 28.35039 23.94788 19.93499 16.34988 STEER_LEFT
33.49624 29.1432 24.73878 20.59563 17.08192 STEER_LEFT
34.39324 29.78407 25.46601 21.40962 17.69628 STEER_LEFT
37.55999 30.90265 26.59102 22.45205 18.76271 STEER_LEFT
37.55999 30.90265 26.59102 22.45205 18.76271 STEER_LEFT
10.05075 33.22714 28.80588 24.68007 20.81223 NO_STEERING
11.0584 32.57764 28.18122 24.09113 20.3051 NO_STEERING
60.25489 31.93467 27.56712 23.51895 19.81608 NO_STEERING
60.25489 31.93467 27.56712 23.51895 19.81608 NO_STEERING
60.06021 31.29753 26.9625 22.96182 19.34334 NO_STEERING
59.84848 30.66413 26.36526 22.41768 18.88507 NO_STEERING
59.84848 30.66413 26.36526 22.41768 18.88507 NO_STEERING
59.62308 30.03822 25.77806 21.8873 18.44094 NO_STEERING
59.38464 29.31524 25.19666 21.36698 18.00797 NO_STEERING
59.13435 28.7003 24.62125 20.85637 17.58558 NO_STEERING
59.13435 28.7003 24.62125 20.85637 17.58558 NO_STEERING
58.87337 28.15855 24.05139 20.35465 17.17282 NO_STEERING
58.57465 27.52134 23.48654 19.86096 16.76875 NO_STEERING
58.26032 26.88794 22.92622 19.3745 16.37253 NO_STEERING
58.26032 26.88794 22.92622 19.3745 16.37253 NO_STEERING
57.93898 26.25798 22.36997 18.89456 15.98338 NO_STEERING
57.61131 25.63111 21.8174 18.42051 15.6006 NO_STEERING
57.27795 25.00704 21.26814 17.95176 15.22357 NO_STEERING
57.27795 25.00704 21.26814 17.95176 15.22357 NO_STEERING
32.5157 24.38549 20.72187 17.4878 14.85173 NO_STEERING
30.7358 23.7662 20.17829 17.02814 14.48456 NO_STEERING
30.7358 23.7662 20.17829 17.02814 14.48456 NO_STEERING
29.47388 23.14896 19.63714 16.57238 14.12161 NO_STEERING
28.2951 22.53356 19.09818 16.12012 13.76245 NO_STEERING
27.32688 21.91982 18.56119 15.67102 13.40672 STEER_LEFT
53.25651 22.73776 19.11266 16.20971 13.85703 STEER_LEFT
49.5787 24.55051 20.38312 17.29442 14.7422 STEER_LEFT
49.5787 24.55051 20.38312 17.29442 14.7422 STEER_LEFT
44.34749 51.72101 22.21681 18.74139 15.97355 STEER_LEFT
41.59546 49.56226 22.81083 19.21637 16.38934 STEER_LEFT
41.59546 49.56226 22.81083 19.21637 16.38934 STEER_LEFT
35.35128 44.79259 51.56843 20.8634 17.67357 STEER_LEFT
32.14823 42.26501 49.62164 21.3949 18.13594 NO_STEERING
32.43345 42.07614 49.24316 20.81286 17.63382 NO_STEERING
32.6793 41.8634 48.85098 20.24676 17.14772 NO_STEERING
32.6793 41.8634 48.85098 20.24676 17.14772 NO_STEERING
32.8303 41.63033 48.44644 19.69498 16.67603 NO_STEERING
32.85485 41.37889 48.03074 19.15608 16.21732 NO_STEERING
32.85626 41.11091 47.60494 18.62879 15.77029 NO_STEERING
32.8368 40.82798 47.17005 18.11195 15.33377 NO_STEERING
32.8368 40.82798 47.17005 18.11195 15.33377 NO_STEERING
32.79851 40.53159 46.72694 17.60451 14.90674 STEER_LEFT
29.4729 37.58293 44.22858 18.72867 15.46397 STEER_LEFT
25.89466 34.34535 41.40211 22.72541 16.10115 STEER_LEFT
25.89466 34.34535 41.40211 22.72541 16.10115 STEER_LEFT
20.50859 29.51378 37.17605 43.59356 17.9964 STEER_LEFT
17.86123 26.88441 34.79043 41.43103 19.97057 STEER_LEFT
17.86123 26.88441 34.79043 41.43103 19.97057 STEER_LEFT
12.39656 21.60143 29.91 37.24743 43.49495 STEER_LEFT
10.42941 19.17203 27.34854 34.8018 41.26134 NO_STEERING
11.42373 19.31742 27.21409 34.43035 40.776 NO_STEERING
12.10528 19.41755 27.04196 34.03524 40.27716 NO_STEERING
12.56058 19.47691 26.80883 33.61879 39.76612 NO_STEERING
12.56058 19.47691 26.80883 33.61879 39.76612 NO_STEERING
12.97217 19.49949 26.51379 33.18306 39.24406 NO_STEERING
13.34433 19.48893 26.19683 32.72995 38.71202 NO_STEERING
13.34433 19.48893 26.19683 32.72995 38.71202 NO_STEERING
13.56043 19.44847 25.8601 32.26114 38.17098 NO_STEERING
13.64077 19.28438 25.50552 31.77814 37.6218 NO_STEERING
13.69919 19.09271 25.13484 31.28236 37.06526 NO_STEERING
13.69919 19.09271 25.13484 31.28236 37.06526 NO_STEERING
13.73786 18.88381 24.74962 30.77503 36.4945 NO_STEERING
13.75869 18.65936 24.35129 30.25728 35.9069 NO_STEERING
13.75869 18.65936 24.35129 30.25728 35.9069 NO_STEERING
13.76345 18.42089 23.94114 29.73012 35.31253 NO_STEERING
13.75012 18.16976 23.52031 29.19448 34.71206 NO_STEERING
13.61648 17.90723 23.08986 28.65118 34.10606 NO_STEERING
13.47323 17.6344 22.65072 28.10098 33.49509 NO_STEERING
13.47323 17.6344 22.65072 28.10098 33.49509 NO_STEERING
13.32128 17.35228 22.20375 27.54455 32.87964 NO_STEERING
13.16152 17.06179 21.74971 26.98249 32.26014 NO_STEERING
13.16152 17.06179 21.74971 26.98249 32.26014 NO_STEERING
12.99469 16.76375 21.2893 26.41538 31.637 NO_STEERING
12.82149 16.45889 20.82315 25.84369 31.01055 NO_STEERING
12.64255 16.13049 20.35181 25.26789 30.38115 NO_STEERING
12.64255 16.13049 20.35181 25.26789 30.38115 NO_STEERING
12.45843 15.77102 19.8758 24.68836 29.74907 NO_STEERING
12.26964 15.40745 19.39558 24.10549 29.11457 NO_STEERING
12.26964 15.40745 19.39558 24.10549 29.11457 NO_STEERING
12.03545 15.04017 18.91155 23.51959 28.4779 NO_STEERING
11.77379 14.66955 18.42411 22.93098 27.83926 NO_STEERING
11.50923 14.29592 17.93357 22.3399 27.19886 NO_STEERING
11.24205 13.91957 17.44024 21.74662 26.55686 NO_STEERING
11.24205 13.91957 17.44024 21.74662 26.55686 NO_STEERING
10.97251 13.54078 16.94441 21.15134 25.91343 NO_STEERING
10.70084 13.15979 16.44631 20.55426 25.25896 NO_STEERING
10.42725 12.7768 15.94617 19.95556 24.56464 STEER_RIGHT
11.11231 13.61446 16.88901 20.97108 25.57235 STEER_RIGHT
11.11231 13.61446 16.88901 20.97108 25.57235 STEER_RIGHT
12.59329 15.52094 19.17565 23.54569 28.28768 STEER_RIGHT
13.32093 16.35567 20.20433 24.54335 29.28104 STEER_RIGHT
13.32093 16.35567 20.20433 24.54335 29.28104 STEER_RIGHT
14.54697 17.85526 21.8141 26.31797 30.86286 STEER_RIGHT
15.08313 18.46633 22.55873 27.16903 31.55638 NO_STEERING
14.62355 17.90525 21.93367 26.45864 30.87646 NO_STEERING
14.18017 17.3597 21.31914 25.75784 30.20009 NO_STEERING
13.75137 16.82811 20.7135 25.06567 29.52688 NO_STEERING
13.75137 16.82811 20.7135 25.06567 29.52688 NO_STEERING
13.3357 16.3091 20.08766 24.38124 28.85651 NO_STEERING
12.93185 15.80142 19.47237 23.70378 28.18869 NO_STEERING
12.93185 15.80142 19.47237 23.70378 28.18869 NO_STEERING
12.53867 15.30395 18.86658 23.0326 27.52316 NO_STEERING
12.15509 14.81568 18.26935 22.36707 26.85968 NO_STEERING
12.15509 14.81568 18.26935 22.36707 26.85968 NO_STEERING
11.78017 14.3357 17.67984 21.70664 26.19804 NO_STEERING
11.41307 13.86319 17.09729 21.05078 25.50394 NO_STEERING
11.05299 13.39743 16.52099 20.39906 24.79948 NO_STEERING
10.69927 12.93773 15.95035 19.75106 24.09728 NO_STEERING
10.69927 12.93773 15.95035 19.75106 24.09728 NO_STEERING
10.35126 12.48351 15.3848 19.10642 23.39711 NO_STEERING
10.00841 12.03422 14.82383 18.4648 22.69877 NO_STEERING
10.00841 12.03422 14.82383 18.4648 22.69877 NO_STEERING
9.670214 11.58939 14.267 17.81078 22.00207 NO_STEERING
9.336211 11.14857 13.71391 17.14156 21.30687 STEER_RIGHT
9.590087 11.60934 14.30759 17.81092 22.04439 STEER_RIGHT
10.0558 12.18209 15.0665 18.9735 23.10593 STEER_RIGHT
10.0558 12.18209 15.0665 18.9735 23.10593 STEER_RIGHT
11.05251 13.50418 16.73459 20.69826 25.15159 STEER_RIGHT
11.3504 13.89526 17.36334 21.32907 25.9195 STEER_RIGHT
11.3504 13.89526 17.36334 21.32907 25.9195 STEER_RIGHT
12.56743 15.45896 19.11259 23.36757 28.03101 NO_STEERING
12.07814 14.8715 18.44975 22.67807 27.29092 NO_STEERING
12.07814 14.8715 18.44975 22.67807 27.29092 NO_STEERING
11.15257 13.74927 17.1655 21.21427 25.81931 NO_STEERING
10.71282 13.21103 16.54136 20.48719 25.09147 NO_STEERING
10.71282 13.21103 16.54136 20.48719 25.09147 NO_STEERING
10.28641 12.68604 15.92761 19.76979 24.36823 NO_STEERING
9.87202 12.17297 15.32322 19.0611 23.64911 NO_STEERING
9.468455 11.67065 14.72725 18.36024 22.93369 NO_STEERING
9.468455 11.67065 14.72725 18.36024 22.93369 NO_STEERING
9.074656 11.17802 14.13888 17.66645 22.2216 STEER_RIGHT
9.401793 11.63826 14.63228 18.46971 23.00561 STEER_RIGHT
10.03102 12.55975 15.6194 19.60378 24.33215 STEER_RIGHT
10.03102 12.55975 15.6194 19.60378 24.33215 STEER_RIGHT
11.15442 13.84013 17.38973 21.6943 26.53839 STEER_RIGHT
11.86786 14.7484 18.46547 23.00584 27.90159 STEER_RIGHT
12.55258 15.60434 19.66103 24.20051 29.11371 STEER_RIGHT
12.75489 15.95549 19.96332 24.65274 29.5743 NO_STEERING
12.25678 15.33947 19.28882 23.96193 28.90684 NO_STEERING
12.25678 15.33947 19.28882 23.96193 28.90684 NO_STEERING
11.78152 14.74666 18.62976 23.21259 28.16823 NO_STEERING
11.32684 14.17472 17.98456 22.47513 27.43487 NO_STEERING
11.32684 14.17472 17.98456 22.47513 27.43487 NO_STEERING
10.89068 13.6216 17.35184 21.74834 26.70621 NO_STEERING
10.47121 13.0854 16.72636 21.03115 25.98177 STEER_RIGHT
10.98131 13.80736 17.47845 22.03625 27.04251 STEER_RIGHT
11.70551 14.7673 18.7528 23.37458 28.39803 STEER_RIGHT
12.25842 15.46019 19.43878 24.16882 29.19854 STEER_RIGHT
13.07396 16.48074 20.73895 25.57909 30.57301 STEER_RIGHT
13.07396 16.48074 20.73895 25.57909 30.57301 STEER_RIGHT
14.88126 18.62976 23.13568 28.03086 32.90565 STEER_RIGHT
15.44691 19.41692 23.92152 28.80951 33.65447 NO_STEERING
14.92786 18.80407 23.23428 28.11639 32.99855 NO_STEERING
14.92786 18.80407 23.23428 28.11639 32.99855 NO_STEERING
14.43496 18.19451 22.56374 27.43211 32.34415 NO_STEERING
13.96556 17.60756 21.90822 26.75575 31.69108 NO_STEERING
13.96556 17.60756 21.90822 26.75575 31.69108 NO_STEERING
13.51735 17.04094 21.2662 26.0865 31.03915 NO_STEERING
13.08821 16.49264 20.63632 25.42363 30.38823 STEER_RIGHT
13.91939 17.38068 21.75583 26.51678 31.4319 STEER_RIGHT
15.08203 18.8812 23.29512 28.09853 33.01327 STEER_RIGHT
15.97633 19.83316 24.34299 29.14597 34.12292 STEER_RIGHT
15.97633 19.83316 24.34299 29.14597 34.12292 STEER_RIGHT
18.07297 22.20668 26.80788 31.59119 68.80188 STEER_RIGHT
18.76402 23.01314 27.6575 32.35379 61.86827 NO_STEERING
18.25044 22.42595 27.04251 31.72453 61.92787 NO_STEERING
17.82919 21.9403 26.49522 31.26138 61.91924 NO_STEERING
17.82919 21.9403 26.49522 31.26138 61.91924 NO_STEERING
17.42296 21.46075 25.94571 30.69008 61.88587 NO_STEERING
17.04381 20.99908 25.41121 30.12653 61.84425 NO_STEERING
17.04381 20.99908 25.41121 30.12653 61.84425 NO_STEERING
16.68081 20.54601 24.88232 29.56258 61.86084 NO_STEERING
16.32717 20.09593 24.35354 28.99364 61.88401 NO_STEERING
16.32717 20.09593 24.35354 28.99364 61.88401 NO_STEERING
15.98271 19.64924 23.82557 28.42089 61.88963 STEER_RIGHT
17.01683 20.75611 24.92437 29.66758 56.33614 STEER_RIGHT
17.01683 20.75611 24.92437 29.66758 56.33614 STEER_RIGHT
19.35303 23.34867 27.71324 58.87634 49.42897 STEER_RIGHT
20.20733 24.08996 28.61617 55.84787 12.14617 NO_STEERING
19.76356 23.55887 28.02374 55.61337 45.86913 NO_STEERING
19.76356 23.55887 28.02374 55.61337 45.86913 NO_STEERING
19.32782 23.03683 27.4362 55.3574 45.84145 NO_STEERING
18.89721 22.52294 26.85303 55.02453 45.79025 NO_STEERING
18.47568 22.01638 26.27382 54.7021 45.71792 NO_STEERING
18.47568 22.01638 26.27382 54.7021 45.71792 NO_STEERING
18.06233 21.51643 25.69818 54.43242 45.62653 NO_STEERING
17.65633 21.02242 25.12576 54.08624 45.51802 NO_STEERING
17.25694 20.53374 24.55621 53.72834 45.39408 NO_STEERING
16.86352 20.04989 23.92172 53.35989 45.25628 NO_STEERING
16.86352 20.04989 23.92172 53.35989 45.25628 NO_STEERING
16.47546 19.57037 23.36039 52.98196 45.10598 NO_STEERING
16.09222 19.09475 22.80103 52.59547 44.8748 NO_STEERING
16.09222 19.09475 22.80103 52.59547 44.8748 NO_STEERING
15.71332 18.62262 22.24375 52.20132 44.63459 NO_STEERING
15.33833 18.15366 21.6882 51.80024 44.3864 NO_STEERING
14.96686 17.68754 21.1342 51.39293 44.13102 NO_STEERING
14.96686 17.68754 21.1342 51.39293 44.13102 NO_STEERING
14.60001 17.22548 20.61995 51.00979 43.87068 NO_STEERING
14.23636 16.7661 20.06536 50.63725 43.60494 NO_STEERING
14.23636 16.7661 20.06536 50.63725 43.60494 NO_STEERING
13.87536 16.30887 19.50937 50.25925 43.33403 NO_STEERING
13.51674 15.85359 18.95498 49.87638 43.05848 NO_STEERING
13.16025 15.40003 18.40203 49.48912 42.77874 NO_STEERING
13.16025 15.40003 18.40203 49.48912 42.77874 NO_STEERING
12.81299 14.95564 17.85857 49.10597 42.50295 NO_STEERING
12.46819 14.51342 17.31711 48.72006 42.22453 NO_STEERING
12.1251 14.07262 16.77686 24.2247 41.92042 STEER_RIGHT
12.40507 14.5143 17.3759 45.57961 39.297 STEER_RIGHT
12.40507 14.5143 17.3759 45.57961 39.297 STEER_RIGHT
13.63229 16.01315 47.25966 40.96257 33.89077 STEER_RIGHT
13.89451 16.53214 44.66363 38.64487 31.40972 STEER_RIGHT
13.89451 16.53214 44.66363 38.64487 31.40972 STEER_RIGHT
14.99956 20.1472 40.84211 34.27088 26.62825 STEER_RIGHT
15.46578 44.55785 38.71529 31.961 24.21549 STEER_RIGHT
16.1869 42.42694 36.51834 29.54646 21.97536 NO_STEERING
15.70374 41.98405 36.18121 29.43355 22.26944 NO_STEERING
15.24914 41.52759 35.82632 29.2938 22.35764 NO_STEERING
15.24914 41.52759 35.82632 29.2938 22.35764 NO_STEERING
14.82028 41.05887 35.45539 29.12986 22.41788 NO_STEERING
14.41462 40.57904 35.06998 28.94408 22.4529 NO_STEERING
14.41462 40.57904 35.06998 28.94408 22.4529 NO_STEERING
14.02983 40.08921 34.67152 28.73862 22.46522 STEER_RIGHT
16.25074 37.81893 32.24936 26.27882 20.33016 STEER_RIGHT
40.45323 35.23756 29.482 23.54356 17.88697 STEER_RIGHT
38.40859 33.12038 27.46679 21.67088 16.42474 NO_STEERING
37.87802 32.66656 27.13046 21.58061 16.45686 NO_STEERING
37.87802 32.66656 27.13046 21.58061 16.45686 NO_STEERING
37.3379 32.19921 26.77624 21.38248 16.46387 NO_STEERING
36.78917 31.71965 26.4059 21.16478 16.44827 NO_STEERING
36.23264 31.22906 26.02101 20.92939 16.41226 NO_STEERING
35.66909 30.72851 25.62299 20.67806 16.35785 NO_STEERING
35.66909 30.72851 25.62299 20.67806 16.35785 NO_STEERING
35.09919 30.21898 25.21312 20.41236 16.28684 NO_STEERING
34.52355 29.70133 24.79256 20.13368 16.18036 NO_STEERING
34.52355 29.70133 24.79256 20.13368 16.18036 NO_STEERING
33.94273 29.17637 24.36237 19.84332 15.99912 NO_STEERING
33.35723 28.6448 23.92346 19.54239 15.80767 NO_STEERING
32.76752 28.10727 23.47671 19.23194 15.60699 STEER_LEFT
33.74537 29.25191 24.69733 20.38305 16.73264 STEER_LEFT
33.74537 29.25191 24.69733 20.38305 16.73264 STEER_LEFT
39.45266 31.7524 27.31867 23.00601 19.1432 STEER_LEFT
63.86451 32.48111 28.1066 23.8329 19.86224 STEER_LEFT
10.47437 33.20617 28.76764 24.58979 20.72246 STEER_LEFT
8.37445 36.45888 30.08964 25.93236 22.01771 NO_STEERING
8.484442 35.50423 29.51246 25.41422 21.59789 NO_STEERING
8.484442 35.50423 29.51246 25.41422 21.59789 NO_STEERING
8.7094 34.64989 28.94106 24.90467 21.18978 NO_STEERING
9.010645 33.86092 28.37485 24.40286 20.79222 NO_STEERING
9.010645 33.86092 28.37485 24.40286 20.79222 NO_STEERING
9.470704 33.08293 27.81332 23.90803 20.40415 NO_STEERING
10.22252 32.31481 27.25599 23.41947 20.02465 NO_STEERING
10.22252 32.31481 27.25599 23.41947 20.02465 NO_STEERING
55.29543 31.55559 26.70246 22.93658 19.63295 NO_STEERING
54.89232 30.81739 26.15234 22.45878 19.23809 NO_STEERING
54.89232 30.81739 26.15234 22.45878 19.23809 NO_STEERING
54.59753 30.13742 25.6053 21.98558 18.84828 NO_STEERING
54.29726 29.46188 25.06102 21.51653 18.46302 NO_STEERING
53.99205 28.79033 24.51925 21.05121 18.08185 NO_STEERING
53.68237 28.12239 23.97974 20.58926 17.7044 NO_STEERING
53.68237 28.12239 23.97974 20.58926 17.7044 NO_STEERING
53.36868 27.45771 23.44225 20.13035 17.33027 NO_STEERING
53.05136 26.79595 22.9066 19.67418 16.95914 NO_STEERING
53.05136 26.79595 22.9066 19.67418 16.95914 NO_STEERING
52.73078 26.13683 22.37259 19.22048 16.59072 NO_STEERING
52.40725 25.4801 21.84008 18.769 16.22475 NO_STEERING
52.08105 24.85425 21.3057 18.31953 15.86099 NO_STEERING
52.08105 24.85425 21.3057 18.31953 15.86099 NO_STEERING
51.75246 24.24878 20.77233 17.87188 15.49922 NO_STEERING
51.42593 23.64724 20.24239 17.42702 15.1396 NO_STEERING
51.42593 23.64724 20.24239 17.42702 15.1396 NO_STEERING
51.09571 23.03938 19.70758 16.97865 14.77761 NO_STEERING
50.76189 22.43634 19.17769 16.53495 14.42017 NO_STEERING
50.42496 21.83261 18.64778 16.09171 14.06364 NO_STEERING
50.08663 21.22928 18.11852 15.64929 13.70805 STEER_LEFT
47.55997 22.25397 18.59491 16.03741 14.00542 STEER_LEFT
47.55997 22.25397 18.59491 16.03741 14.00542 STEER_LEFT
42.39263 49.09723 20.32318 17.40697 15.15646 STEER_LEFT
39.80362 46.91212 21.05761 17.69851 15.3476 STEER_LEFT
37.09976 44.85694 22.70575 18.09811 15.62408 NO_STEERING
37.09227 44.58151 21.94726 17.56608 15.17178 NO_STEERING
37.09227 44.58151 21.94726 17.56608 15.17178 NO_STEERING
36.96502 44.25613 21.20342 17.04078 14.72729 NO_STEERING
36.81772 43.91223 20.48172 16.5253 14.29294 NO_STEERING
36.65697 43.5588 19.77998 16.01869 13.86775 NO_STEERING
36.48406 43.19675 19.09626 15.52007 13.45082 NO_STEERING
36.48406 43.19675 19.09626 15.52007 13.45082 NO_STEERING
36.30021 42.82693 18.42875 15.02865 13.04132 NO_STEERING
36.10648 42.30439 17.77588 14.54372 12.63852 NO_STEERING
36.10648 42.30439 17.77588 14.54372 12.63852 NO_STEERING
35.90387 41.90044 17.16923 14.06464 12.23537 STEER_LEFT
33.32659 39.64303 20.59621 14.45893 12.45025 STEER_LEFT
29.9802 36.58488 42.03331 15.41912 12.96494 STEER_LEFT
29.9802 36.58488 42.03331 15.41912 12.96494 STEER_LEFT
25.7822 32.71353 38.82175 20.7541 13.82078 STEER_LEFT
23.82006 30.50115 36.82824 41.94815 14.23654 STEER_LEFT
21.64978 28.28352 34.59511 39.96009 15.21135 NO_STEERING
21.76013 28.1565 34.24417 39.49476 14.7674 NO_STEERING
21.84139 27.99777 33.87679 39.01912 14.35768 NO_STEERING
21.84139 27.99777 33.87679 39.01912 14.35768 NO_STEERING
21.89645 27.75641 33.49459 38.53419 13.97879 NO_STEERING
21.85682 27.49833 33.09901 38.04086 13.62769 NO_STEERING
21.76009 27.22518 32.69135 37.53994 13.30163 NO_STEERING
21.76009 27.22518 32.69135 37.53994 13.30163 NO_STEERING
21.64753 26.93843 32.2728 37.03218 12.99815 NO_STEERING
21.52068 26.63942 31.84443 36.51822 12.71502 NO_STEERING
21.52068 26.63942 31.84443 36.51822 12.71502 STEER_LEFT
19.80197 24.60479 29.74216 34.74513 39.36103 STEER_LEFT
19.80197 24.60479 29.74216 34.74513 39.36103 STEER_LEFT
16.42461 20.53309 25.28412 30.25739 34.8644 STEER_LEFT
15.17555 18.98221 23.52183 28.37157 33.22746 NO_STEERING
15.16943 18.7788 23.1954 27.91818 32.68384 NO_STEERING
15.08396 18.55563 22.82454 27.44946 32.12973 NO_STEERING
14.94677 18.31465 22.43918 26.96688 31.56616 NO_STEERING
14.94677 18.31465 22.43918 26.96688 31.56616 NO_STEERING
14.79385 18.0576 22.04075 26.47182 30.99404 NO_STEERING
14.79385 18.0576 22.04075 26.47182 30.99404 NO_STEERING
14.62673 17.78606 21.63051 25.96547 30.4142 NO_STEERING
14.44682 17.50143 21.20963 25.44893 29.82738 NO_STEERING
14.25536 17.20502 20.77914 24.92322 29.23426 NO_STEERING
14.25536 17.20502 20.77914 24.92322 29.23426 NO_STEERING
14.05347 16.89795 20.33997 24.38921 28.63545 NO_STEERING
13.8422 16.58129 19.89298 23.84772 28.03152 NO_STEERING
13.8422 16.58129 19.89298 23.84772 28.03152 NO_STEERING
13.62245 16.2491 19.43894 23.29948 27.42296 NO_STEERING
13.38763 15.8803 18.97854 22.74516 26.81023 NO_STEERING
13.10162 15.50562 18.51239 22.18535 26.19373 STEER_RIGHT
13.90898 16.48632 19.71691 23.37745 27.47961 STEER_RIGHT
14.81648 17.52055 20.84587 24.61663 28.39742 STEER_RIGHT
14.81648 17.52055 20.84587 24.61663 28.39742 STEER_RIGHT
16.12067 19.02423 22.46689 26.35433 30.39623 STEER_RIGHT
